ID,TITOLO,DATA,COD.ISTAT COMUNE,COMUNE,PROVINCIA,DESCRIZIONE,CATEGORIA
324,Raccolta beni non alimentari - Villaputzu,2013-11-21 14:56:00,92097,Villaputzu,Cagliari,"Villaputzu e il Sarrabus si mobilitano a favore delle popolazioni sarde colpite dal ciclone Cleopatra. Lo fanno con una raccolta di merci quali dentifrici, detersivi, spazzolini, prodotti per la pulizia del corpo, vestiti per adulti e bambini, asciugamani, lenzuola, scarpe, medicinali, pannolini, materassi, reti, cuscini, pale, stivali e guanti. Sono esclusi dalla raccolta i generi alimentari.

Chi lo desidera può recarsi presso l'ex asilo vecchio delle suore dalle 9 alle 12 e dalle 15 alle 18.",2.1 Raccolta beni
323,Ponte e strada chiusi - Terralba (Or),2013-11-21 14:27:00,95065,Terralba,Oristano,"Pericolo crollo ponte 
in corso accertamenti sulla stabilità
21 11 2013 ore 14 25",1.1 DANNI EDIFICI/ARCHITTETONICI
322,Richiesta beni urgenti - Olbia,2013-11-21 13:31:00,104017,Olbia,Olbia-Tempio,"Occorrono le seguenti risorse con urgenza:

pale  raschietti scrosta fango  stivali in gomma  incerate  piumoni  secchi  bastoni per lavare per terra  scope  stracci (anche asciugamani vecchi), per raccogliere l'acqua  materassi singoli e matrimoniali  piumoni  guanciali.",4. RIFERIMENTI DI SOCCORSO::8. CERCASI VOLONTARI
321,Offerta mezzi di trasporto - Olbia,2013-11-21 13:14:00,104017,Olbia,Olbia-Tempio,"Ditta di trasporti mette a disposizione i propri mezzi per il trasporto di Beni di prima necessità destinati alle vittime dell'alluvione

07026 Olbia, Italy",2.2 Mezzi di trasporto
320,Raccolta beni - Olzai (Nu),2013-11-21 13:09:00,91057,Olzai,Nuoro,Raccolta beni,2.1 Raccolta beni
319,Centro raccolta,2013-11-21 13:00:00,90064,Sassari,Sassari,Associazione organizza raccolta di generi di prima di necessità da inviare alle popolazioni colpite dall'alluvione. Sassari ,2.1 Raccolta beni
318,CONTROLLI E PULIZIA ELETTRODOMESTICI,2013-11-21 13:03:00,104017,Olbia,Olbia-Tempio,PRIVATO A DISPOSIZIONE PER CONTROLLI E PULIZIA DEI VOSTRI ELETTRODOMESTICI IN MANIERA DEL TUTTO GRATUITA.,2.6 Altro utile ai soccorsi
317,Offerta automezzo - Olbia,2013-11-21 12:57:00,104017,Olbia,Olbia-Tempio,Azienda a Olbia mette a disposizione Il proprio mezzo Per consegne agli sfollati.,2.2 Mezzi di trasporto
316,Offerta furgone con autista - San Pantaleo,2013-11-21 12:50:00,90069,Sorso,Sassari,Offresi furgone con autista per trasportare materiali e cose,2.2 Mezzi di trasporto
315,Offerta - 4 mezzi con autisti - Iglesias,2013-11-21 12:43:00,107009,Iglesias,Carbonia-Iglesias,COOPERATIVA pronta a mettere a disposizione 4 mezzi con autisti,2.2 Mezzi di trasporto
313,Raccolta beni prima necessità,2013-11-21 12:25:00,91061,Orani,Nuoro,"Associazioni a Orani organizzano una raccolta di beni di prima necessità per le zone devastate dall'alluvione.

La raccoltà verrà effettuata a partire da giovedì 21 a sabato 23 novembre 

Cosa occorre:
1) Abbigliamento invernale di ogni genere (uomo, donna, bambino)
2) Indumenti intimi di ogni genere (uomo, donna, bambino)
3) Coperte e piumoni
4) Viveri a lunga scadenza (pasta, scatolette, latte in polvere, sugo, etc.)
5) Prodotti igiene intima
6) Detersivi per pulizia casa e vestiario
7) Giocattoli di piccole dimensioni, carta, matite, penne ed altro che possa aiutare i bambini a passare meglio queste giornate",2.1 Raccolta beni::2.4 Cibo e pasti
312,Raccolta beni prima necessità Cagliari,2013-11-21 11:51:00,92009,Cagliari,Cagliari,Associazione - Quartiere Marina,2.1 Raccolta beni
311,Raccolta beni - Villacidro,2013-11-21 11:38:00,106025,Villacidro,Medio Campidano,"Raccolta beni di prima necessità per le persone colpite dall'alluvione

I beni di cui si ha ancora bisogno sono:
- Materassi, coperte, piumoni, lenzuola, ecc.
- Prodotti per l'igiene della persona e detersivi per la pulizia della casa e del vestiario. 
- Viveri a lunga scadenza (pasta, scatolette, latte, sugo, ecc.).
- Giocattoli, carta, matite e tutto ciò che può ridare un sorriso ai più piccoli.
- Cibo per animali.
- Torce e pile.",2.1 Raccolta beni
310,Costituzione centro raccolta - Oristano,2013-11-21 11:04:00,95038,Oristano,Oristano," L'Università a Oristano vogliono dare il loro piccolo contributo alle popolazioni colpite dal maltempo.
Da oggi è attivo presso il Chiostro del Carmine un centro di raccolta gestito dalle Associazioni studentesche dei nostri corsi di laurea dove è possibile consegnare beni utili in questa circostanza: stracci, scope, secchi, detersivi, acqua, cibo non deperibile, piatti e bicchieri di plastica, tovaglioli e tovaglie di carta, scottex, sacchi grandi per l'immondezza, prodotti per l'igiene personale e tutto ciò che può essere utile per i bambini (omogeneizzati, pannolini, giocattoli ma anche quaderni, penne, colori, libri).
Per questioni organizzative non è possibile raccogliere indumenti nè contributi in denaro.
Tutto ciò che verrà raccolto sarà consegnato alle località colpite dal maltempo attraverso i centri di distribuzione costituiti.
Il centro di raccolta rimarrà aperto dalle 9 alle 13 e dalle 15 alle 18 al piano terra del Chiostro del Carmine a Oristano.",2.1 Raccolta beni
309,Raccolta beni Riola Sardo,2013-11-21 10:52:00,95043,Riola Sardo,Oristano,"Raccolta beni per emergenza alluvione.
Qualsiasi contributo sarà importante ma ci han fatto sapere che urgono pannolini, cibo e vestiti per infanti.
Siamo tanti e possiamo risollevare la nostra terra!",2.1 Raccolta beni
308,Centro raccolta - Dolianova (Cagliari),2013-11-21 10:45:00,92017,Dolianova,Cagliari,"Centro raccolta per i paesi colpiti dall'alluvione

Sono necessari: vestiti uomo-donna bambino, scarpe da uomo e stivali in gomma da lavoro, pannolini e pannolini, materassi, lenzuola, coperte, cuscini, guanti da lavoro e in lattice, alimenti a lunga conservazione, scope.",2.1 Raccolta beni
306,Offerta 4 posti letto - Samugheo (OR),2013-11-21 10:33:00,95045,Samugheo,Oristano,Offro 4 posti letto a Samugheo per Emergenza Meteo Sardegna,2.3 Posti letto
305,RACCOLTA BENI A DESULO,2013-11-21 10:33:00,91016,Desulo,Nuoro,"A Desulo, presso la Parrocchia Sant'Antonio Abate, si sta svolgendo la raccolta beni di prima necessità per le vittime dell'alluvione. Diverse aziende hanno messo a disposizione i propri furgoncini per il trasporto delle merci raccolte nelle zone dove vi è più necessità.",2.1 Raccolta beni
304,Aiuto per canili allagati - Ghilarza,2013-11-21 10:33:00,95021,Ghilarza,Oristano,"Stato del Canile di Ghilarza: l'acqua è arrivata, fortunatamente i cani sono tutti sani e salvi ma tutto il cibo accatastato nel magazzino per i nostri animali è andato irrimediabilmente perduto, ed anche buona parte delle coperte per i freddi box del canile.",8. CERCASI VOLONTARI
302,Maratona artistica a sostegno delle Filippine e della Sardegna,2013-11-21 10:26:00,90003,Alghero,Sassari,"Una maratona artistica a sostegno delle Filippine e della Sardegna colpita in queste ore da un violento ciclone!!
>>22 novembre
H 21 concerto di e con ...
>>23 novembre
H 17 merenda....Alghero + Proiezione Film d'animazione
H 19 artista spettacolo marionette a filo
H 20  reading-concerto
H 21 Proiezione ""I morti di Alos"" 

H 23:00 Jam Sassion musicale presso il pub

Illustrazioni di ... in vendita per beneficenza ♥

(Il programma potrebbe subire variazioni. Interventi in via di definizione)


Ingresso ad offerta minima 10 euro
(eventi dedicati ai bambini 5 euro)
***L'incasso verrà interamente devoluto in beneficenza***



in collaborazione con....",2.1 Raccolta beni::6. NOTIZIE::10. EVENTI/GIORNATE DI BENEFICENZA
301,carroattrezzi a disposizione,2013-11-21 10:28:00,104017,Olbia,Olbia-Tempio,Privato mette a disposizione GRATUITAMENTE a chi avesse bisogno il suo CARROATTREZZI,2.2 Mezzi di trasporto
300,Centro Raccolta Nuoro,2013-11-21 10:19:00,91051,Nuoro,Nuoro,"Con la presente si informa che è attivo a Nuoro, c/o la sede ..., nei locali dell'..., ingresso lato..., parcheggi interni, il Centro Raccolta beni prima necessità",4. RIFERIMENTI DI SOCCORSO::6. NOTIZIE
299,Raccolta beni Comune di Teti,2013-11-21 10:14:00,91090,Teti,Nuoro,"Raccolta beni presso il Comune di Teti ( cibo, vestiario, attrezzature da lavoro, materiale d'uso e consumo plastico)",2.1 Raccolta beni
298,Animali: richiesta cibo per canile,2013-11-21 10:11:00,95021,Ghilarza,Oristano,Canile d Ghilarza ha bisogno di cibo e coperte per box animali.,1.2 DANNI AGRICOLI
297,RAccolta Vestiario e coperte-Cagliari,2013-11-21 10:07:00,92009,Cagliari,Cagliari,Cagliari raccolta di vestiario e coperte oggi dalle 9 alle 12  nella sede sede alba volontari...,2.1 Raccolta beni
296,Centro di raccolta beni a San Gavino Monreale,2013-11-21 10:04:00,106014,San Gavino Monreale,Medio Campidano,"Il Circolo ... a San Gavino Monreale apre un centro di raccolta beni di prima necessità per le zone colpite gravemente dall'alluvione. 
Da domani mattina dalle 10:00 alle 12:30 e la sera dalle 16:30 alle 20:00 il Circolo aprirà come centro di raccolta e smistamento di beni di prima necessità, quali: cibi a lunga scadenza e prodotti per la casa. Il tutto sarà conferita alla ... locale o ad un centro di raccolta a Villacidro.
Chiunque vorrà dare una mano con la raccolta sarà il benvenuto.",2.1 Raccolta beni
295,Punto di raccolta - Associazione Cabras,2013-11-21 10:04:00,95018,Cabras,Oristano,"L'associazione ... si sta occupando di raccogliere e poi consegnare nei paesi dell'oristanese colpiti dall'alluvione tutti i tipi di beni di prima necessità, viveri, acqua, vestiti e coperte. Siamo attivi dalle 10.30 alle 21.00 presso la nostra sede di ... Per informazioni potete cercarci anche su Facebook presso la nostra pagina ufficiale.",2.1 Raccolta beni
293,Raccolta beni - Olbia,2013-11-21 09:55:00,104017,Olbia,Olbia-Tempio,"Centro ... - 07026 Olbia 

servono: lenzuola, coperte, sacchi a pelo, scarpe uomo dal 40 in su.",2.1 Raccolta beni::2.6 Altro utile ai soccorsi
292,Stallo per cani,2013-11-21 09:46:00,104013,Loiri Porto San Paolo,Olbia-Tempio,Canile si mette a disposizione per lo stallo dei cani colpiti dall'inondazione,2.10 Aiuti per animali
291,Meteo,2013-11-21 09:47:00,-,-,-,Nuvoloso con leggera pioggia,6. NOTIZIE
290,Raccolta beni prima necessità Villamar,2013-11-21 09:37:00,106026,Villamar,Medio Campidano,"Villamar ha attivato un punto di raccolta beni di prima necessità in favore delle popolazioni colpite dall'alluvione.
Chi vuole contribuire può portare generi alimentari a lunga conservazione, vestiari, prodotti per l'igiene, attrezzature utili alle pulizie,ecc. 
dalle 10.30 alle 13.00 presso la ....,",2.1 Raccolta beni
289,Raccolta beni - Olbia,2013-11-21 09:42:00,104017,Olbia,Olbia-Tempio,"Centro raccolta Parrocchia a Olbia.
Servono spazzolini, dentifricio, shampoo, sapone.",2.1 Raccolta beni::2.6 Altro utile ai soccorsi
288,Raccolta beni - Quartu Sant Elena (litorale),2013-11-21 09:38:00,92051,Quartu Sant'Elena,Cagliari,"Indirizzo: Via .... da giovedì 21.11.fino a domenica 24.11. 
nel seguente orario:
dalle 10.00 alle 12.30 e dalle 15.00 alle 17.30",2.1 Raccolta beni
287,"Raccolta beni - Iglesias (SS) [15-18, 21/11]",2013-11-21 09:36:00,107009,Iglesias,Carbonia-Iglesias,"C'e' un punto raccolta in ... dalle 15 alle 18 x raccogliere coperte, abiti e generi alimentari a lunga scadenza x le persone colpite dall'alluvione, diffondete grazie!!",2.1 Raccolta beni
285,raccolta generi prima necessità - Ittiri (SS),2013-11-21 09:19:00,90033,Ittiri,Sassari,Associazione volontari protezione civile Ittiri  sta effettuando una raccolta di generi di prima necessita' contattare,2.1 Raccolta beni
286,Raccolta beni di prima necessità - Seneghe (Or),2013-11-21 09:20:00,95053,Seneghe,Oristano,"LA COMUNITÀ DI SENEGHE HA ALLESTITO UN PUNTO DI RACCOLTA PER I NOSTRI CONTERRANEI COLPITI DALL'ALLUVIONE. IL PUNTO È In....

SI ACCETTANO GENERI-ALIMENTARI TIPO CIBI IN SCATOLA NON DEPERIBILI (PASTA LATTE ZUCCHERO CAFFÈ BISCOTTI SCATOLETTE DI VARIO TIPO ECC.), FAZZOLETTINI DI CARTA, CARTA IGIENICA, SCOTTEX, PANNOLINI PER BAMBINI, ASSORBENTI IGIENICI ECC.
ABBIGLIAMENTO INVERNALE E SCARPE PER UOMO DONNA E BAMBINO 
BIANCHERIA INTIMA NUOVA PER UOMO DONNA E BAMBINO
COPERTE CUSCINI MATERASSI LENZUOLA E ASCIUGAMANI.
SI ACCETTANO INOLTRE SCOPE, GUANTI PALETTE, STIVALI DI GOMMA, RASTRELLI, GIUBBOTTI INCERATI E COSÌ VIA.
SAREBBE INDISPENSABILE ANCHE AVERE DEI MEZZI",2.1 Raccolta beni
284,Raccolta beni - Monserrato (Ca) [fino a 20:00 di 21/11],2013-11-21 09:05:00,92109,Monserrato,Cagliari,"Buongiorno dopo aver visto il disastro dell'alluvione abbiamo deciso di raccogliere qualcosa per loro... Quindi oggi la sede di  Monserrato, rimarrà aperta dalle 10 sino alle 20 per raccogliere principalmente: la roba di prima necessità e roba da mangiare a lunga conservazione. Tutto il raccolto lo consegneremo venerdì al responsabile del Gruppo folk Olbiese... si faranno loro carico di distribuire il tutto alle persone più svantagiate....",2.1 Raccolta beni
283,Clownterapia e consegna giochi per bambini,2013-11-21 07:56:00,28060,Padova,Padova,"Vi sottoponiamo questa nostra proposta animativa e di sostegno ai bambini e alle loro famiglie di tipo relazionale: il clown in emergenza

Il clown di corsia opera anche nelle situazioni di emergenza come terremoti e alluvioni. Prima di recarsi sul luogo si coordina con le varie forze già attive sul territorio interessato dall’evento naturale, come la Protezione Civile Nazionale.
In stretto contatto con gli psicologi presenti nei campi di accoglienza e nei luoghi di raccolta degli sfollati, i dottor clown svolgono il proprio servizio in modo consono al contesto in cui si trovano: una stanza d’ospedale e una tenda di un campo sono due realtà diverse che richiedono canoni d’intervento ben indirizzati.
I nostri clown hanno scelto di intervenire secondo due modalità: scuola del circo e clown di contatto. Durante la scuola del circo, gli attrezzi del giocoliere diventavano lo strumento pedagogico per arrivare all’altro, mentre il “clown di contatto” era necessario per cercare un legame diretto ed empatico con le persone.
Siamo stati presenti in Abruzzo e in Emilia dopo i terremoti del 2009 e del 2012 e nella provincia di Padova in seguito all’alluvione del 2010.

Inoltre potremo fare una raccolta di giochi che solitamente consegnamo ai bambini stessi o consegnamo ai punti di distribuzione.",2.6 Altro utile ai soccorsi::2.7 Raccolta Beni fuori dalla Sardegna
282,Raccolta beni di prima necessità - Dorgali e Cala Gonone,2013-11-21 02:43:00,91017,Dorgali,Nuoro,"IL COMUNE DI DORGALI, LE PARROCCHIE DI SANTA CATERINA D'ALESSANDRIA E N.S. DI BONARIA, LA PROTEZIONE CIVILE E LA CROCE AZZURRA, ORGANIZZANO UNA RACCOLTA DI BENI PER PRESTARE SOCCORSO ALLE PERSONE COINVOLTE NELL'ALLUVIONE DEL 18 NOVEMBRE.

A partire dalle ore 09,00 di giovedì 21.11 e fino alle ore 20,00 di sabato 23.11.2013 potranno essere conferiti i seguenti beni:

· coperte – asciugamani - sacchi a pelo
· alimenti non deperibili (es. pasta, riso, pelati, olio, acqua, latte, caffè, biscotti, tonno, alimenti in scatola,
omogeneizzati, etc.).
· posate di plastica, piatti di plastica, bicchieri di plastica, tovaglie e tovaglioli di carta, scottex, carta igienica, pannolini 
· detersivi e detergenti (varecchina, shampoo, saponi, saponette, detergenti intimi).

I punti di raccolta sono istituiti a Dorgali presso il Circolo Parrocchiale presso “parta de su rettore” e a Cala Gonone presso la sede della “Croce Azzurra”.",2.1 Raccolta beni
280,Servizio Lavanderia ad Olbia,2013-11-20 23:45:00,104017,Olbia,Olbia-Tempio,Servizio lavanderia a disposizione a chi ha subito danni.,2.6 Altro utile ai soccorsi
279,Distribuzione pasti,2013-11-20 23:11:00,104017,Olbia,Olbia-Tempio,"Distribuzione pasti 
I pasti vengono erogati dalle ore 12,00 e dalle ore 19,00 nei seguenti centri:

Chiesa della Sacra Famiglia, via Roma 
Chiesa di Sant’Antonio, via Aspromonte.",2.4 Cibo e pasti
278,Moduli rimborso danni - Olbia,2013-11-20 23:08:00,104017,Olbia,Olbia-Tempio,"TAVOLO TECNICO-SCIENTIFICO E CENSIMENTO DANNI:

Località …. per il ritiro moduli per richiesta rimborso danni.",6. NOTIZIE
276,Farmaci a domicilio - Olbia,2013-11-20 22:48:00,104017,Olbia,Olbia-Tempio,Olbia farmacia consegna domiciliare dei farmaci reperibilita' 24h.,2.5 Medicinali
275,Smaltimento carcasse animali - Olbia,2013-11-20 22:28:00,104017,Olbia,Olbia-Tempio,"Smaltimento carcasse animali Olbia  
Servizio di Igiene degli allevamenti.",6. NOTIZIE
274,Raccolta indumenti e alimenti prima infanzia,2013-11-20 22:22:00,95047,Santa Giusta,Oristano,"***EMERGENZA ALLUVIONE*** 

Per chi volesse contribuire, dal 21 novembre si attiverà la raccolta di indumenti per bambini piccoli, a partire da 0 mesi, copertine, pannolini di tutte le taglie, salviette, alimenti non deperibile per l'infanzia. La richiesta arriva dai volontari che stanno prestando il loro servizio nelle zone limitrofe più colpite dall'alluvione. 

Quanto raccolto verrà consegnato direttamente a loro.",2.1 Raccolta beni
273,SANLURI - Raccolta beni prima necessità,2013-11-21 15:30:00,106015,Sanluri,Medio Campidano,"Raccolta beni di prima necessità per le popolazioni dei paesi sardi che hanno subito gravi danni dal violento nubifragio.

Il centro di raccolta sarà a Sanluri all' ex mattatoio comunale fianco chiesetta.

Potete portare: 
1) Abbigliamento invernale di ogni genere, SOLO DA BAMBINO
2) Indumenti intimi di ogni genere, SOLO donna e bambino.
3) Coperte e piumoni
4) Viveri a lunga scadenza (pasta, scatolette, latte in polvere, sugo, etc. etc.)
5) Prodotti igiene intima
6) Detersivi per pulizia casa e vestiario.
7) Giocattoli di piccole dimensioni, carta, matite, penne e tutto ciò che rende meno traumatica la vita dei bambini in questi giorni""",2.1 Raccolta beni
272,Ponte crollato,2013-11-20 22:10:00,91055,Oliena,Nuoro,Ponte crollato sul fiume Cedrino.,1.1 DANNI EDIFICI/ARCHITTETONICI::5. PROBLEMI AL TRAFFICO
271,Disponibilità pasti caldi - Olbia,2013-11-20 22:14:00,104017,Olbia,Olbia-Tempio,"Olbia
Caffè nuovamente agibile offre pasti caldi a tutti i bisognosi.",2.4 Cibo e pasti
270,Centro spedizione abiti - Olbia,2013-11-20 22:02:00,104017,Olbia,Olbia-Tempio,"Per chi volesse spedire abiti, coperte e cibo a lunga scadenza OLBIA (OT)",2.1 Raccolta beni
269,Raccolta beni presso chiesa della Sacra Famiglia,2013-11-20 21:46:00,90064,Sassari,Sassari,"Domani Mattina ore 8:30 presso chiesa Sacra Famiglia con attrezzatura per aiutare a pulire: stivali in gomma, abbigliamento impermeabile, guanti e cuffietta ( oggi c'era freddo ), scope e tira acqua ( utilissimi )! 

Chi ha camioncini è il benvenuto, bisogna liberare le strade!",2.1 Raccolta beni::2.2 Mezzi di trasporto::2.6 Altro utile ai soccorsi::4. RIFERIMENTI DI SOCCORSO
268,raccolta beni a santa teresa gallura,2013-11-20 21:37:00,104022,Santa Teresa Gallura,Olbia-Tempio,"Raccolta beni a Santa Teresa. 
Raccolta terminata in partenza domani per Olbia",2.1 Raccolta beni::6. NOTIZIE
267,Disponibilità carro attrezzi - Olbia,2013-11-20 21:38:00,104017,Olbia,Olbia-Tempio,A disposizione carro attrezzi 80 ql. a Olbia.,2.2 Mezzi di trasporto::2.6 Altro utile ai soccorsi
266,Raccolta beni e fondi - Torino,2013-11-20 21:35:00,1272,Torino,Torino,Associazione a Torino raccoglie fondi e beni di prima necessità.,2.1 Raccolta beni::2.7 Raccolta Beni fuori dalla Sardegna
265,Offerta posti letto - Olbia,2013-11-20 21:24:00,104017,Olbia,Olbia-Tempio,Offresi posti letto.,2.3 Posti letto
264,Centro di raccolta beni di prima necessità a San Gavino,2013-11-20 21:04:00,106014,San Gavino Monreale,Medio Campidano,"A San Gavino Monreale apre un centro di raccolta beni di prima necessità per le zone colpite gravemente dall’alluvione.

Da domani 21 novembre mattina dalle 10:00 alle 12:30 e la sera dalle 16:30 alle 20:00 aprirà il centro di raccolta e smistamento di beni di prima necessità, quali: cibi a lunga scadenza e prodotti per la casa. 

Chiunque vorrà dare una mano con la raccolta sarà il benvenuto.",2.1 Raccolta beni::2.4 Cibo e pasti
263,raccolta beni a Cagliari,2013-11-20 21:06:00,92009,Cagliari,Cagliari,"Raccolta per Olbia: vestiario uomo, donna e bambino, coperte, lenzuola ecc ecc. 

Da portare domani a Cagliari dalle 9 alle 12 e dalle 16 alle 22",2.1 Raccolta beni
262,Raccolta beni a Capoterra,2013-11-20 21:03:00,92011,Capoterra,Cagliari,"Nei giorni 21/22 Novembre 2013, dalle 9:00 alle 20:00 a Capoterra si organizzano le giornate della solidarietà per la raccolta di VESTIARIO, COPERTE E BENI DI PRIMA NECESSITA' da offrire ai nostri amici colpiti da questa triste tragedia,",2.1 Raccolta beni
261,Raccolta beni Ussaramanna,2013-11-20 21:01:00,106024,Ussaramanna,Medio Campidano,"Associazione e Comune di Ussaramanna si attivano per aiutare le popolazioni vittime dell'alluvione! Tutti coloro che volessero contribuire possono portare, generi alimentari a lunga conservazione, vestiti e attrezzature utili per le pulizie da inviare nelle zone colpite! 

Dove?

Dalle 8 alle 14
presso il Municipio di Ussaramanna",2.1 Raccolta beni::2.6 Altro utile ai soccorsi
260,Punto di raccolta aiuti Silius,2013-11-20 20:43:00,92079,Silius,Cagliari,"A Silius organizzato centro raccolta, è possibile portare:
- beni di prima necessità non deperibili
- vestiario
- detersivi e accessori utili alla pulizia

Là raccolta si terrà dalle 15 alle 19, sino domenica 24 Novembre!
Grazie!",2.1 Raccolta beni
259,Disponibilità furgone/raccolta beni - Bologna,2013-11-22 16:00:00,37006,Bologna,Bologna,"Si sta organizzando un furgone di aiuti per la #Sardegna,in questo momento si sta raccogliendo in zona Bologna/Modena

Parte questa sera da Livorno con ...ore 21.",2.7 Raccolta Beni fuori dalla Sardegna::6. NOTIZIE
258,Punto raccolta aiuti a Silius,2013-11-20 20:41:00,92079,Silius,Cagliari,"A Silius, si accettano beni non deperibili, indumenti e qualsiasi cosa necessaria per la pulizia. 
È possibile portare gli aiuti dalle 15 alle 19, entro domenica 24 Novembre!!",2.1 Raccolta beni
257,Raccolta Beni a Sassari: la mobilitazione solidale della città,2013-11-20 20:27:00,90064,Sassari,Sassari,"La catena di solidarietà è nata per iniziativa di alcuni cittadini che ieri mattina hanno chiesto collaborazione all’ Ex-Q per creare un punto di raccolta e smistamento degli aiuti nei locali del centro culturale, uno spazio disponibile al centro della città e gestito dai volontari dall'omonima associazione culturale. 

In poco tempo la voce ha viaggiato su internet, nei social network e su facebook, grazie al volantinaggio tempestivo realizzato dagli artisti dell’Ex-Q e attraverso il passaparola. 

Per tutto il pomeriggio di ieri l’edificio ha accolto centinaia di persone, provenienti anche dai paesi limitrofi della provincia come Alghero e Cargeghe, che hanno portato generi alimentari, vestiario per adulti e bambini, giocattoli, coperte e biancheria.

Fino a tarda notte volontari, cittadini, giovani hanno lavorato per smistare gli aiuti e preparare le centinaia di scatole affinché fossero pronte per il trasporto verso le zone colpite, in particolare verso Olbia, con cui il gruppo che ha coordinato la raccolta di aiuti è costantemente in contatto telefonico con chi sta organizzando i centri di accoglienza per gli sfollati.

Ma la mobilitazione solidale della città non si è fermata alla raccolta di beni di prima necessità, infatti nel pomeriggio è arrivata la notizia che alcune ditte private di trasporti hanno messo a disposizione dei tir autoarticolati per il carico delle scatole e il trasporto fino a Olbia, insieme a numerosi furgoni di privati cittadini che a partire da domani inizieranno a caricare i viveri. Da oggi infatti, tutti gli aiuti raccolti verranno trasportati dai tir che partiranno in diverse ore della giornata verso la Gallura. 
Per chi volesse aiutare nel carico e nello smistamento o portare ancora beni di prima necessità il centro Ex-Q è aperto dalle 10 alle 22.",9.STORIE
256,Disponibilità appartamento e fugone - Pittulongu,2013-11-20 19:49:00,104017,Olbia,Olbia-Tempio,Mettiamo a disposizione un appartamento a Pittulongu con 4-6 posti e un furgone capiente.,2.2 Mezzi di trasporto::2.3 Posti letto
253,Raccolta Beni - Nuoro,2013-11-20 19:42:00,91051,Nuoro,Nuoro,"Nuoro: raccolta materassi cuscini, coperte, bicchieri, piatti e tovaglioli usa e getta.",2.1 Raccolta beni
252,Raccolta beni prima necessità e medicinali a Posada,2013-11-20 19:38:00,91073,Posada,Nuoro,"La Pro Loco Posada ha allestito un punto di raccolta di beni di prima necessità da destinare agli alluvionati presso Posada.

Ci servono vestiti, coperte, alimenti (a lunga e a breve conservazione), soprattutto acqua, ma anche scottex, carta igienica, piatti di plastica ecc.
Chiunque voglia darci una mano è il benvenuto.

Il Centro operativo comunale di Torpè ci comunica che continuano ad arrivare carichi di beni di prima necessità e vestiario. Consigliano di evitare di conferire beni alimentari a scadenza immediata. Sono infatti preferibili alimenti a lunga conservazione.",2.1 Raccolta beni::2.4 Cibo e pasti::2.5 Medicinali
250,Necessità beni infanzia - Torpè,2013-11-20 19:37:00,91094,Torpè,Nuoro,"Urgenza di beni per bambini: pannolini, coperte, saponi e detergenti.",2.1 Raccolta beni
249,Cagliari - Raccolta beni presso bar,2013-11-20 19:12:00,92017,Dolianova,Cagliari,"A Cagliari presso bar si raccolgono beni di prima necessità, vestiario, sacchi a pelo, cuscini, coperte ed altro",2.1 Raccolta beni
248,Mezzi di trasporto per consegna materiali a Sennori,2013-11-20 19:08:00,90067,Sennori,Sassari,Informazione per le organizzazioni che hanno provveduto alla raccolta di materassi e viveri: sono a disposizione mezzi per la consegna del materiale raccolto.,2.2 Mezzi di trasporto
247,Disponibilità gruppi elettrogeni - Sestu CA,2013-11-20 19:04:00,92074,Sestu,Cagliari,Da Sestu offerta ai comuni più colpiti di gruppi elettrogeni di emergenza.,2.6 Altro utile ai soccorsi
246,Alghero: nuovo punto raccolta,2013-11-20 18:53:00,90003,Alghero,Sassari,"Da venerdì alle 18:30 e per tutto il fine settimana punto raccolta ad Alghero.

Abbigliamento esterno uomo e bambino (intimo compreso), Pannolini, Assorbenti, Pale, Stivali, Guanti, Scope, Farmaci, Lenzuola, Coperte.",2.1 Raccolta beni
243,SEDILO: AIUTI PER LE PERSONE SFOLLATE,2013-11-20 18:44:00,95052,Sedilo,Oristano,http://www.comune.sedilo.or.it/,2.1 Raccolta beni::2.4 Cibo e pasti
242,Punti distribuzione beni - Olbia,2013-11-20 18:42:00,104017,Olbia,Olbia-Tempio,"Emergenza alluvione Olbia 

Distribuzione di indumenti, coperte e materassi e sistemazione alberghiera.

Di seguito sono riportate le informazioni relative ai luoghi, orari e contatti per la distribuzione di indumenti, coperte e materassi e per la sistemazione alberghiera:

Punti distribuzione indumenti, coperte e materassi:

Chiesa di San Antonio 
Sacra Famiglia 
a partire dalle ore 14,00 del giorno 20c.m.
-----
Fronte office e centro operativo servizi sociali e polizia municipale per sistemazione alberghiera",2.1 Raccolta beni::2.4 Cibo e pasti::2.6 Altro utile ai soccorsi
241,Raccolta beni - Cagliari,2013-11-20 18:34:00,92009,Cagliari,Cagliari,"Raccolta vestiario coperte etc per Olbia, domani  dalle 9-12 e 16-22 a Cagliari.",2.1 Raccolta beni
239,Necessità scatole a Sassari,2013-11-20 18:29:00,90064,Sassari,Sassari,Servono scatole a Sassari.,2.6 Altro utile ai soccorsi::6. NOTIZIE
238,Offerta gratuita per perizie sui danni a Oristano,2013-11-20 18:23:00,95038,Oristano,Oristano,Ingegnere offre gratuitamente perizie sui danni e sicurezza fabbricati in Zona Uras e Terralba.,2.6 Altro utile ai soccorsi::6. NOTIZIE
237,Servizio gratuito camion-gru,2013-11-20 18:18:00,104017,Olbia,Olbia-Tempio,Offresi per servizio gratuito camion gru per recupero auto.,2.2 Mezzi di trasporto
